"","Cell","Batch","Group","ExpLibSize"
"Cell2193","Cell2193","Batch1","Group2",77617.5786786736
"Cell2194","Cell2194","Batch1","Group1",40271.0825425774
"Cell2195","Cell2195","Batch1","Group2",113956.277754108
"Cell2196","Cell2196","Batch1","Group2",59936.4103969478
"Cell2197","Cell2197","Batch1","Group2",61169.4389512869
"Cell2198","Cell2198","Batch1","Group1",71275.7938282763
"Cell2199","Cell2199","Batch1","Group1",57533.7656344596
"Cell2200","Cell2200","Batch1","Group2",58830.8192408332
"Cell2201","Cell2201","Batch1","Group1",53682.3832708953
"Cell2202","Cell2202","Batch1","Group2",57411.3462913854
"Cell2203","Cell2203","Batch1","Group2",73265.5556133262
"Cell2204","Cell2204","Batch1","Group1",51158.599986164
"Cell2205","Cell2205","Batch1","Group1",58527.4603044216
"Cell2206","Cell2206","Batch1","Group2",56804.3421853529
"Cell2207","Cell2207","Batch1","Group2",70928.7388668752
"Cell2208","Cell2208","Batch1","Group1",60337.4773212241
"Cell2209","Cell2209","Batch1","Group1",61069.9795200076
"Cell2210","Cell2210","Batch1","Group1",53094.5000385761
"Cell2211","Cell2211","Batch1","Group1",66636.3988844155
"Cell2212","Cell2212","Batch1","Group2",58389.1718526546
"Cell2213","Cell2213","Batch1","Group2",58772.9390186226
"Cell2214","Cell2214","Batch1","Group2",53423.731739705
"Cell2215","Cell2215","Batch1","Group2",67338.5823052959
"Cell2216","Cell2216","Batch1","Group1",73433.8297595024
"Cell2217","Cell2217","Batch1","Group2",42740.4893756977
"Cell2218","Cell2218","Batch1","Group1",54326.2185756593
"Cell2219","Cell2219","Batch1","Group2",50716.8611811535
"Cell2220","Cell2220","Batch1","Group2",50024.3074493541
"Cell2221","Cell2221","Batch1","Group2",72829.7051165592
"Cell2222","Cell2222","Batch1","Group1",52353.9999828409
"Cell2223","Cell2223","Batch1","Group1",75704.743556385
"Cell2224","Cell2224","Batch1","Group1",58665.6373360981
"Cell2225","Cell2225","Batch1","Group1",75142.7825000546
"Cell2226","Cell2226","Batch1","Group2",57247.1236844423
"Cell2227","Cell2227","Batch1","Group2",65771.2870543586
"Cell2228","Cell2228","Batch1","Group2",63653.5038445182
"Cell2229","Cell2229","Batch1","Group1",66577.3360722825
"Cell2230","Cell2230","Batch1","Group1",48126.0079207106
"Cell2231","Cell2231","Batch1","Group1",86789.7694790367
"Cell2232","Cell2232","Batch1","Group1",44680.5308160892
"Cell2233","Cell2233","Batch1","Group2",54810.4065473569
"Cell2234","Cell2234","Batch1","Group2",66905.9541568604
"Cell2235","Cell2235","Batch1","Group1",39150.8449874153
"Cell2236","Cell2236","Batch1","Group1",55161.8579726293
"Cell2237","Cell2237","Batch1","Group2",69212.9175243448
"Cell2238","Cell2238","Batch1","Group2",57008.3719527973
"Cell2239","Cell2239","Batch1","Group2",75236.1953978661
"Cell2240","Cell2240","Batch1","Group1",65141.7218062553
"Cell2241","Cell2241","Batch1","Group1",60483.0115157173
"Cell2242","Cell2242","Batch1","Group1",56958.4165308347
"Cell2243","Cell2243","Batch1","Group1",71612.1605575785
"Cell2244","Cell2244","Batch1","Group1",53471.6844670944
"Cell2245","Cell2245","Batch1","Group2",69407.765570063
"Cell2246","Cell2246","Batch1","Group2",63328.3706263693
"Cell2247","Cell2247","Batch1","Group2",51133.8772540394
"Cell2248","Cell2248","Batch1","Group1",93499.4711919931
"Cell2249","Cell2249","Batch1","Group2",59515.450414877
"Cell2250","Cell2250","Batch1","Group1",55251.1484694708
"Cell2251","Cell2251","Batch1","Group1",67821.9662690594
"Cell2252","Cell2252","Batch1","Group2",41805.7320524654
"Cell2253","Cell2253","Batch1","Group1",60718.0316910477
"Cell2254","Cell2254","Batch1","Group2",50226.8401123216
"Cell2255","Cell2255","Batch1","Group2",50243.8586867028
"Cell2256","Cell2256","Batch1","Group1",58782.2200919535
"Cell2257","Cell2257","Batch1","Group1",53221.9427072838
"Cell2258","Cell2258","Batch1","Group2",70989.2549929082
"Cell2259","Cell2259","Batch1","Group2",71589.3634280072
"Cell2260","Cell2260","Batch1","Group1",43931.0211954507
"Cell2261","Cell2261","Batch1","Group2",82457.668835077
"Cell2262","Cell2262","Batch1","Group2",41712.9118158305
"Cell2263","Cell2263","Batch1","Group1",60165.9303597753
"Cell2264","Cell2264","Batch1","Group2",61081.572639499
"Cell2265","Cell2265","Batch1","Group1",57372.4762863419
"Cell2266","Cell2266","Batch1","Group1",82240.1249068374
"Cell2267","Cell2267","Batch1","Group1",52723.5038078822
"Cell2268","Cell2268","Batch1","Group1",64147.3373974412
"Cell2269","Cell2269","Batch1","Group1",76169.6359309234
"Cell2270","Cell2270","Batch1","Group2",61789.5999617382
"Cell2271","Cell2271","Batch1","Group1",49779.2094621865
"Cell2272","Cell2272","Batch1","Group2",57630.1092562613
"Cell2273","Cell2273","Batch1","Group2",71710.4627597223
"Cell2274","Cell2274","Batch1","Group2",57565.333715705
"Cell2275","Cell2275","Batch1","Group2",69596.2750164948
"Cell2276","Cell2276","Batch1","Group1",52191.0870890211
"Cell2277","Cell2277","Batch1","Group1",50495.9273627637
"Cell2278","Cell2278","Batch1","Group2",68460.9249077934
"Cell2279","Cell2279","Batch1","Group2",70529.4928237081
"Cell2280","Cell2280","Batch1","Group2",48137.3608644907
"Cell2281","Cell2281","Batch1","Group1",41875.3829176827
"Cell2282","Cell2282","Batch1","Group1",47718.9306298403
"Cell2283","Cell2283","Batch1","Group1",44786.8437950108
"Cell2284","Cell2284","Batch1","Group1",77796.887169945
"Cell2285","Cell2285","Batch1","Group2",58224.8633995233
"Cell2286","Cell2286","Batch1","Group2",40483.4544556836
"Cell2287","Cell2287","Batch1","Group1",67708.8743334077
"Cell2288","Cell2288","Batch1","Group1",57479.2646990409
"Cell2289","Cell2289","Batch1","Group1",54092.3693374441
"Cell2290","Cell2290","Batch1","Group1",72030.7768659029
"Cell2291","Cell2291","Batch1","Group1",58092.1880542218
"Cell2292","Cell2292","Batch1","Group1",60903.5344129761
"Cell2293","Cell2293","Batch1","Group2",39904.688613432
"Cell2294","Cell2294","Batch1","Group1",48717.5655334348
"Cell2295","Cell2295","Batch1","Group1",63676.8220078713
"Cell2296","Cell2296","Batch1","Group2",51588.5170284712
"Cell2297","Cell2297","Batch1","Group1",51128.0389552225
"Cell2298","Cell2298","Batch1","Group1",55624.7166886918
"Cell2299","Cell2299","Batch1","Group1",90633.6629878882
"Cell2300","Cell2300","Batch1","Group2",55373.4905427049
"Cell2301","Cell2301","Batch1","Group1",44820.6690946952
"Cell2302","Cell2302","Batch1","Group2",81627.3166058289
"Cell2303","Cell2303","Batch1","Group2",55703.1328281276
"Cell2304","Cell2304","Batch1","Group2",66634.3294174009
"Cell2305","Cell2305","Batch1","Group2",62633.0441223842
"Cell2306","Cell2306","Batch1","Group2",52756.3021957252
"Cell2307","Cell2307","Batch1","Group2",67425.3283567942
"Cell2308","Cell2308","Batch1","Group2",63699.0936484215
"Cell2309","Cell2309","Batch1","Group1",55252.5442332524
"Cell2310","Cell2310","Batch1","Group1",57690.6168396867
"Cell2311","Cell2311","Batch1","Group1",59898.1906102154
"Cell2312","Cell2312","Batch1","Group2",69559.5076036758
"Cell2313","Cell2313","Batch1","Group1",69224.0440162861
"Cell2314","Cell2314","Batch1","Group1",41963.6835157486
"Cell2315","Cell2315","Batch1","Group2",50648.4002791289
"Cell2316","Cell2316","Batch1","Group1",67898.1017341513
"Cell2317","Cell2317","Batch1","Group2",50659.5498161684
"Cell2318","Cell2318","Batch1","Group2",76693.9606270597
"Cell2319","Cell2319","Batch1","Group1",48151.6781479026
"Cell2320","Cell2320","Batch1","Group1",73200.5002056347
"Cell2321","Cell2321","Batch1","Group1",64672.6174378037
"Cell2322","Cell2322","Batch1","Group2",48901.6050334012
"Cell2323","Cell2323","Batch1","Group1",63669.4372268466
"Cell2324","Cell2324","Batch1","Group2",70891.0938044749
"Cell2325","Cell2325","Batch1","Group1",38127.5667943871
"Cell2326","Cell2326","Batch1","Group2",39217.719615049
"Cell2327","Cell2327","Batch1","Group2",81965.354013262
"Cell2328","Cell2328","Batch1","Group2",62688.6431733171
"Cell2329","Cell2329","Batch1","Group1",79819.4366887557
"Cell2330","Cell2330","Batch1","Group1",60873.7245036369
"Cell2331","Cell2331","Batch1","Group1",60957.5137779783
"Cell2332","Cell2332","Batch1","Group1",68335.1569737612
"Cell2333","Cell2333","Batch1","Group2",48690.6589852723
"Cell2334","Cell2334","Batch1","Group2",54830.5459400618
"Cell2335","Cell2335","Batch1","Group1",71390.26371622
"Cell2336","Cell2336","Batch1","Group1",41169.248123695
"Cell2337","Cell2337","Batch1","Group1",74445.6837454146
"Cell2338","Cell2338","Batch1","Group2",65032.5592285767
"Cell2339","Cell2339","Batch1","Group1",69965.2284501538
"Cell2340","Cell2340","Batch1","Group2",56805.9074782382
"Cell2341","Cell2341","Batch1","Group2",57857.8631430767
"Cell2342","Cell2342","Batch1","Group2",61460.866831538
"Cell2343","Cell2343","Batch1","Group2",64800.9091245177
"Cell2344","Cell2344","Batch1","Group2",58962.7615165036
"Cell2345","Cell2345","Batch1","Group2",53012.124379157
"Cell2346","Cell2346","Batch1","Group2",63643.7803340197
"Cell2347","Cell2347","Batch1","Group2",70404.3584219122
"Cell2348","Cell2348","Batch1","Group1",84629.9677670354
"Cell2349","Cell2349","Batch1","Group2",51177.9425502003
"Cell2350","Cell2350","Batch1","Group2",47254.2243262074
"Cell2351","Cell2351","Batch1","Group2",75417.000780435
"Cell2352","Cell2352","Batch1","Group2",44548.1533544045
"Cell2353","Cell2353","Batch1","Group2",68187.4656688366
"Cell2354","Cell2354","Batch1","Group1",61673.2587384075
"Cell2355","Cell2355","Batch1","Group1",56540.9283588289
"Cell2356","Cell2356","Batch1","Group2",68531.8808851439
"Cell2357","Cell2357","Batch1","Group1",54547.9545889597
"Cell2358","Cell2358","Batch1","Group2",60866.842735747
"Cell2359","Cell2359","Batch1","Group2",58791.8629668184
"Cell2360","Cell2360","Batch1","Group2",73906.8071320644
"Cell2361","Cell2361","Batch1","Group2",81938.7604166095
"Cell2362","Cell2362","Batch1","Group2",73762.8429604796
"Cell2363","Cell2363","Batch1","Group1",58559.29672216
"Cell2364","Cell2364","Batch1","Group1",59319.1266231502
"Cell2365","Cell2365","Batch1","Group2",68769.8712952973
"Cell2366","Cell2366","Batch1","Group2",62292.2587286249
"Cell2367","Cell2367","Batch1","Group1",59958.9636601256
"Cell2368","Cell2368","Batch1","Group2",39694.8970464452
"Cell2369","Cell2369","Batch1","Group1",60063.7623121579
"Cell2370","Cell2370","Batch1","Group1",55337.2666219035
"Cell2371","Cell2371","Batch1","Group2",49880.9661114959
"Cell2372","Cell2372","Batch1","Group1",67497.5544074205
"Cell2373","Cell2373","Batch1","Group1",72032.2770017029
"Cell2374","Cell2374","Batch1","Group2",64298.5103250686
"Cell2375","Cell2375","Batch1","Group2",70497.3885723915
"Cell2376","Cell2376","Batch1","Group2",60672.7086908231
"Cell2377","Cell2377","Batch1","Group2",51647.7182141367
"Cell2378","Cell2378","Batch1","Group1",83740.9008265542
"Cell2379","Cell2379","Batch1","Group1",60460.0645018958
"Cell2380","Cell2380","Batch1","Group2",73419.1712141955
"Cell2381","Cell2381","Batch1","Group2",59375.3570987245
"Cell2382","Cell2382","Batch1","Group1",50798.4080959669
"Cell2383","Cell2383","Batch1","Group2",78818.8772150062
"Cell2384","Cell2384","Batch1","Group1",54776.9424034899
"Cell2385","Cell2385","Batch1","Group2",54438.6957142945
"Cell2386","Cell2386","Batch1","Group1",56219.8383406062
"Cell2387","Cell2387","Batch1","Group1",93802.0120803711
"Cell2388","Cell2388","Batch1","Group2",53653.9261883912
"Cell2389","Cell2389","Batch1","Group2",69642.2049847095
"Cell2390","Cell2390","Batch1","Group2",55552.5726640975
"Cell2391","Cell2391","Batch1","Group1",64107.2628163074
"Cell2392","Cell2392","Batch1","Group1",63812.1704146697
"Cell2393","Cell2393","Batch1","Group2",59640.7767091301
"Cell2394","Cell2394","Batch1","Group2",47703.5699708811
"Cell2395","Cell2395","Batch1","Group2",70900.6693868028
"Cell2396","Cell2396","Batch1","Group1",57558.0802882442
"Cell2397","Cell2397","Batch1","Group1",62072.3108528613
"Cell2398","Cell2398","Batch1","Group1",65542.3167723017
"Cell2399","Cell2399","Batch1","Group2",54950.1042946753
"Cell2400","Cell2400","Batch1","Group2",77183.9461549937
"Cell2401","Cell2401","Batch1","Group2",61237.3367241011
"Cell2402","Cell2402","Batch1","Group2",68303.1561120144
"Cell2403","Cell2403","Batch1","Group1",51250.1210727852
"Cell2404","Cell2404","Batch1","Group2",70714.8155191557
"Cell2405","Cell2405","Batch1","Group1",52818.8269769817
"Cell2406","Cell2406","Batch1","Group2",44596.9792611504
"Cell2407","Cell2407","Batch1","Group2",96954.882259141
"Cell2408","Cell2408","Batch1","Group2",44910.2814917884
"Cell2409","Cell2409","Batch1","Group2",74243.7776011626
"Cell2410","Cell2410","Batch1","Group2",60105.5430277148
"Cell2411","Cell2411","Batch1","Group1",40641.4385604128
"Cell2412","Cell2412","Batch1","Group2",66305.4863042393
"Cell2413","Cell2413","Batch1","Group1",46116.7246607902
"Cell2414","Cell2414","Batch1","Group2",59706.3719797528
"Cell2415","Cell2415","Batch1","Group1",45569.8813324558
"Cell2416","Cell2416","Batch1","Group2",72662.5228299292
"Cell2417","Cell2417","Batch1","Group1",60749.5959076967
"Cell2418","Cell2418","Batch1","Group1",59072.3760953728
"Cell2419","Cell2419","Batch1","Group2",63778.4348969921
"Cell2420","Cell2420","Batch1","Group1",67733.3462871902
"Cell2421","Cell2421","Batch1","Group1",51217.5322438127
"Cell2422","Cell2422","Batch1","Group2",53282.4016068155
"Cell2423","Cell2423","Batch1","Group2",70109.3325260722
"Cell2424","Cell2424","Batch1","Group2",66890.7018120287
"Cell2425","Cell2425","Batch1","Group2",75125.2833476691
"Cell2426","Cell2426","Batch1","Group1",54162.3155284178
"Cell2427","Cell2427","Batch1","Group1",66378.5808991481
"Cell2428","Cell2428","Batch1","Group2",72566.9651881585
"Cell2429","Cell2429","Batch1","Group1",49964.090748038
"Cell2430","Cell2430","Batch1","Group1",57131.7492638219
"Cell2431","Cell2431","Batch1","Group2",66103.1760296894
"Cell2432","Cell2432","Batch1","Group1",40441.1071015902
"Cell2433","Cell2433","Batch1","Group1",47207.5405724078
"Cell2434","Cell2434","Batch1","Group1",68740.5565508176
"Cell2435","Cell2435","Batch1","Group2",59752.0999219919
"Cell2436","Cell2436","Batch1","Group1",57615.7885830994
"Cell2437","Cell2437","Batch1","Group1",79028.1833712852
"Cell2438","Cell2438","Batch1","Group1",58695.5938519191
"Cell2439","Cell2439","Batch1","Group1",51472.9623240876
"Cell2440","Cell2440","Batch1","Group1",85361.7598831593
"Cell2441","Cell2441","Batch1","Group2",84092.647135628
"Cell2442","Cell2442","Batch1","Group2",62589.8608832166
"Cell2443","Cell2443","Batch1","Group2",66163.7829428645
"Cell2444","Cell2444","Batch1","Group2",63952.7794029803
"Cell2445","Cell2445","Batch1","Group1",65927.8076409701
"Cell2446","Cell2446","Batch1","Group1",75583.2036608749
"Cell2447","Cell2447","Batch1","Group2",50831.2950297443
"Cell2448","Cell2448","Batch1","Group2",36557.4849839663
"Cell2449","Cell2449","Batch1","Group1",40875.4398147713
"Cell2450","Cell2450","Batch1","Group2",57562.3459137305
"Cell2451","Cell2451","Batch1","Group2",70457.8419157206
"Cell2452","Cell2452","Batch1","Group1",71307.2061636871
"Cell2453","Cell2453","Batch1","Group2",72571.7493846376
"Cell2454","Cell2454","Batch1","Group2",67473.9021800936
"Cell2455","Cell2455","Batch1","Group2",65781.5773427986
"Cell2456","Cell2456","Batch1","Group1",57426.8454593757
"Cell2457","Cell2457","Batch1","Group1",46737.4098966296
"Cell2458","Cell2458","Batch1","Group2",35543.3216358406
"Cell2459","Cell2459","Batch1","Group2",67711.4112977378
"Cell2460","Cell2460","Batch1","Group2",68129.7363012726
"Cell2461","Cell2461","Batch1","Group2",61592.0821815616
"Cell2462","Cell2462","Batch1","Group2",53351.1597050424
"Cell2463","Cell2463","Batch1","Group2",70102.0709696856
"Cell2464","Cell2464","Batch1","Group1",53109.0309018989
"Cell2465","Cell2465","Batch1","Group1",44449.8818851677
"Cell2466","Cell2466","Batch1","Group2",58628.9182506739
"Cell2467","Cell2467","Batch1","Group1",67734.2883264319
"Cell2468","Cell2468","Batch1","Group2",72976.089568599
"Cell2469","Cell2469","Batch1","Group2",61445.4829721342
"Cell2470","Cell2470","Batch1","Group2",77563.945766115
"Cell2471","Cell2471","Batch1","Group2",53641.2464029735
"Cell2472","Cell2472","Batch1","Group1",52951.5167643005
"Cell2473","Cell2473","Batch1","Group2",62500.5297514841
"Cell2474","Cell2474","Batch1","Group2",65585.1503808554
"Cell2475","Cell2475","Batch1","Group1",69411.7981391851
"Cell2476","Cell2476","Batch1","Group1",69318.2913505138
"Cell2477","Cell2477","Batch1","Group1",71082.6239631196
"Cell2478","Cell2478","Batch1","Group2",47602.5353874732
"Cell2479","Cell2479","Batch1","Group2",62673.7099200294
"Cell2480","Cell2480","Batch1","Group2",67228.0197581919
"Cell2481","Cell2481","Batch1","Group2",46419.5182083829
"Cell2482","Cell2482","Batch1","Group2",59367.218505958
"Cell2483","Cell2483","Batch1","Group1",42293.0073106685
"Cell2484","Cell2484","Batch1","Group2",59781.2319048696
"Cell2485","Cell2485","Batch1","Group1",66086.3994885583
"Cell2486","Cell2486","Batch1","Group1",64147.5563751238
"Cell2487","Cell2487","Batch1","Group1",53512.4014185201
"Cell2488","Cell2488","Batch1","Group1",48653.3547816777
"Cell2489","Cell2489","Batch1","Group2",57649.6687844937
"Cell2490","Cell2490","Batch1","Group1",52840.0818307949
"Cell2491","Cell2491","Batch1","Group2",61792.092780761
"Cell2492","Cell2492","Batch1","Group2",51121.4583692349
"Cell2493","Cell2493","Batch1","Group2",61633.8749246137
"Cell2494","Cell2494","Batch1","Group1",55460.5532338809
"Cell2495","Cell2495","Batch1","Group2",36435.7698435895
"Cell2496","Cell2496","Batch1","Group2",49214.0036951159
"Cell2497","Cell2497","Batch1","Group2",49133.7329348465
"Cell2498","Cell2498","Batch1","Group1",75078.9366436692
"Cell2499","Cell2499","Batch1","Group2",41480.8449380227
"Cell2500","Cell2500","Batch1","Group1",44773.6438523581
"Cell2501","Cell2501","Batch1","Group2",47717.7668002152
"Cell2502","Cell2502","Batch1","Group2",45336.4632151866
"Cell2503","Cell2503","Batch1","Group2",46274.2151544399
"Cell2504","Cell2504","Batch1","Group2",49906.9333703899
"Cell2505","Cell2505","Batch1","Group2",70400.4508444984
"Cell2506","Cell2506","Batch1","Group1",62498.5514399345
"Cell2507","Cell2507","Batch1","Group1",53693.036187529
"Cell2508","Cell2508","Batch1","Group2",51438.537768731
"Cell2509","Cell2509","Batch1","Group1",44355.1922620242
"Cell2510","Cell2510","Batch1","Group1",56939.6969117181
"Cell2511","Cell2511","Batch1","Group2",97939.7453121082
"Cell2512","Cell2512","Batch1","Group2",58497.6011640971
"Cell2513","Cell2513","Batch1","Group2",56069.1748437499
"Cell2514","Cell2514","Batch1","Group2",56194.5358564444
"Cell2515","Cell2515","Batch1","Group2",73219.6974923217
"Cell2516","Cell2516","Batch1","Group1",74498.3345007049
