"","Cell","Batch","Group","ExpLibSize"
"Cell2102","Cell2102","Batch1","Group1",61309.3334304363
"Cell2103","Cell2103","Batch1","Group2",73332.4299750998
"Cell2104","Cell2104","Batch1","Group1",45511.5121269801
"Cell2105","Cell2105","Batch1","Group2",31564.1535505429
"Cell2106","Cell2106","Batch1","Group1",52637.8788977708
"Cell2107","Cell2107","Batch1","Group2",43405.8836225681
"Cell2108","Cell2108","Batch1","Group2",57492.7116851082
"Cell2109","Cell2109","Batch1","Group1",42010.1044146097
"Cell2110","Cell2110","Batch1","Group1",65861.5232898932
"Cell2111","Cell2111","Batch1","Group1",55216.1340645203
"Cell2112","Cell2112","Batch1","Group1",66590.6851053626
"Cell2113","Cell2113","Batch1","Group2",45330.7461496544
"Cell2114","Cell2114","Batch1","Group1",47843.3235171845
"Cell2115","Cell2115","Batch1","Group2",61648.8900178503
"Cell2116","Cell2116","Batch1","Group1",49662.9912615393
"Cell2117","Cell2117","Batch1","Group2",41823.8212301578
"Cell2118","Cell2118","Batch1","Group2",73051.3303410334
"Cell2119","Cell2119","Batch1","Group1",55836.1011965164
"Cell2120","Cell2120","Batch1","Group1",64835.3013413077
"Cell2121","Cell2121","Batch1","Group2",70824.1457475868
"Cell2122","Cell2122","Batch1","Group1",69159.7128765109
"Cell2123","Cell2123","Batch1","Group1",52458.3212294343
"Cell2124","Cell2124","Batch1","Group2",41089.7380403039
"Cell2125","Cell2125","Batch1","Group1",43731.0258107801
"Cell2126","Cell2126","Batch1","Group2",49107.3472198725
"Cell2127","Cell2127","Batch1","Group1",55314.0131853267
"Cell2128","Cell2128","Batch1","Group1",73945.9540724847
"Cell2129","Cell2129","Batch1","Group2",63185.772866172
"Cell2130","Cell2130","Batch1","Group1",54059.5292406302
"Cell2131","Cell2131","Batch1","Group2",85241.7191492216
"Cell2132","Cell2132","Batch1","Group1",54282.949695737
"Cell2133","Cell2133","Batch1","Group2",51985.1932435567
"Cell2134","Cell2134","Batch1","Group2",50094.7609180908
"Cell2135","Cell2135","Batch1","Group1",62782.3369883445
"Cell2136","Cell2136","Batch1","Group2",61663.1509294407
"Cell2137","Cell2137","Batch1","Group2",54183.606106598
"Cell2138","Cell2138","Batch1","Group2",63924.6038506588
"Cell2139","Cell2139","Batch1","Group2",60738.7923918565
"Cell2140","Cell2140","Batch1","Group2",52898.9098191592
"Cell2141","Cell2141","Batch1","Group1",54721.3710456931
"Cell2142","Cell2142","Batch1","Group2",51419.6603530421
"Cell2143","Cell2143","Batch1","Group2",67218.2861920489
"Cell2144","Cell2144","Batch1","Group2",58045.5262685357
"Cell2145","Cell2145","Batch1","Group2",62764.7476507519
"Cell2146","Cell2146","Batch1","Group2",59739.5430833098
"Cell2147","Cell2147","Batch1","Group2",66038.6788526666
"Cell2148","Cell2148","Batch1","Group2",46717.4452650704
"Cell2149","Cell2149","Batch1","Group1",50584.8045283751
"Cell2150","Cell2150","Batch1","Group2",80941.8902037236
"Cell2151","Cell2151","Batch1","Group2",48174.6103267185
"Cell2152","Cell2152","Batch1","Group2",55098.2666757737
"Cell2153","Cell2153","Batch1","Group1",71564.80336913
"Cell2154","Cell2154","Batch1","Group2",61997.1374747605
"Cell2155","Cell2155","Batch1","Group2",37435.741173575
"Cell2156","Cell2156","Batch1","Group1",53405.4004158251
"Cell2157","Cell2157","Batch1","Group1",67918.5788232089
"Cell2158","Cell2158","Batch1","Group1",72621.563426752
"Cell2159","Cell2159","Batch1","Group2",65847.7355288858
"Cell2160","Cell2160","Batch1","Group2",53510.9721730485
"Cell2161","Cell2161","Batch1","Group1",83592.8495421287
"Cell2162","Cell2162","Batch1","Group2",66627.6700567558
"Cell2163","Cell2163","Batch1","Group2",43647.0457571367
"Cell2164","Cell2164","Batch1","Group2",55494.7811716903
"Cell2165","Cell2165","Batch1","Group2",73007.5140310834
"Cell2166","Cell2166","Batch1","Group2",69189.8439474143
"Cell2167","Cell2167","Batch1","Group1",43327.6258256199
"Cell2168","Cell2168","Batch1","Group2",71532.312171723
"Cell2169","Cell2169","Batch1","Group2",52188.5327771553
"Cell2170","Cell2170","Batch1","Group1",51169.719460474
"Cell2171","Cell2171","Batch1","Group1",73862.1531710867
"Cell2172","Cell2172","Batch1","Group1",56018.9822110401
"Cell2173","Cell2173","Batch1","Group2",69625.4431384254
"Cell2174","Cell2174","Batch1","Group1",64757.3771289275
"Cell2175","Cell2175","Batch1","Group1",58685.9329804102
"Cell2176","Cell2176","Batch1","Group1",84191.7408102225
"Cell2177","Cell2177","Batch1","Group2",66829.1027685496
"Cell2178","Cell2178","Batch1","Group2",54538.7318979713
"Cell2179","Cell2179","Batch1","Group1",85965.2645907923
"Cell2180","Cell2180","Batch1","Group1",59228.7884168367
"Cell2181","Cell2181","Batch1","Group2",53437.8628408791
"Cell2182","Cell2182","Batch1","Group2",64872.8718351587
"Cell2183","Cell2183","Batch1","Group2",64754.7576185064
"Cell2184","Cell2184","Batch1","Group2",63668.9926571414
"Cell2185","Cell2185","Batch1","Group2",57879.5480417608
"Cell2186","Cell2186","Batch1","Group1",44909.6159199816
"Cell2187","Cell2187","Batch1","Group2",74123.5287841938
"Cell2188","Cell2188","Batch1","Group2",67228.7563078809
"Cell2189","Cell2189","Batch1","Group1",67255.3362562535
"Cell2190","Cell2190","Batch1","Group2",77343.1532187149
"Cell2191","Cell2191","Batch1","Group1",47018.8580993153
"Cell2192","Cell2192","Batch1","Group2",51893.358633362
"Cell2193","Cell2193","Batch1","Group2",61737.2875108269
"Cell2194","Cell2194","Batch1","Group2",78290.2782436891
"Cell2195","Cell2195","Batch1","Group2",65488.7662892824
"Cell2196","Cell2196","Batch1","Group1",37243.2900431457
"Cell2197","Cell2197","Batch1","Group2",59671.6755166465
"Cell2198","Cell2198","Batch1","Group1",57417.630333353
"Cell2199","Cell2199","Batch1","Group1",68234.5253205003
"Cell2200","Cell2200","Batch1","Group2",40756.796686454
"Cell2201","Cell2201","Batch1","Group2",64925.1146484112
"Cell2202","Cell2202","Batch1","Group2",52729.1164062244
"Cell2203","Cell2203","Batch1","Group1",65254.0529321319
"Cell2204","Cell2204","Batch1","Group1",54853.1056829597
"Cell2205","Cell2205","Batch1","Group1",44963.1539199201
"Cell2206","Cell2206","Batch1","Group2",71389.3824220108
"Cell2207","Cell2207","Batch1","Group2",51384.2136962519
"Cell2208","Cell2208","Batch1","Group2",69538.590678495
"Cell2209","Cell2209","Batch1","Group1",60666.8426629071
"Cell2210","Cell2210","Batch1","Group2",68169.4763491974
"Cell2211","Cell2211","Batch1","Group1",59650.6027824673
"Cell2212","Cell2212","Batch1","Group2",73509.4571200651
"Cell2213","Cell2213","Batch1","Group1",51737.3841856848
"Cell2214","Cell2214","Batch1","Group1",65106.2328817865
"Cell2215","Cell2215","Batch1","Group2",52879.5469916754
"Cell2216","Cell2216","Batch1","Group1",80336.3506892642
"Cell2217","Cell2217","Batch1","Group1",38701.9745677617
"Cell2218","Cell2218","Batch1","Group1",56829.3619336223
"Cell2219","Cell2219","Batch1","Group1",52150.6581928179
"Cell2220","Cell2220","Batch1","Group2",64823.0582747661
"Cell2221","Cell2221","Batch1","Group1",54573.8753926419
"Cell2222","Cell2222","Batch1","Group2",85177.3899427316
"Cell2223","Cell2223","Batch1","Group2",85264.1372289061
"Cell2224","Cell2224","Batch1","Group2",64817.4339993558
"Cell2225","Cell2225","Batch1","Group2",59839.9194088734
"Cell2226","Cell2226","Batch1","Group2",71322.8712665943
"Cell2227","Cell2227","Batch1","Group2",56386.7222448777
"Cell2228","Cell2228","Batch1","Group1",44783.1886125775
"Cell2229","Cell2229","Batch1","Group1",90980.4164970449
"Cell2230","Cell2230","Batch1","Group2",73624.8449968702
"Cell2231","Cell2231","Batch1","Group1",64354.3006030945
"Cell2232","Cell2232","Batch1","Group2",105686.937789903
"Cell2233","Cell2233","Batch1","Group2",64892.6095705368
"Cell2234","Cell2234","Batch1","Group2",59104.0000829838
"Cell2235","Cell2235","Batch1","Group2",63338.6161349536
"Cell2236","Cell2236","Batch1","Group2",70026.9104572311
"Cell2237","Cell2237","Batch1","Group1",60576.5104724273
"Cell2238","Cell2238","Batch1","Group2",42081.0941715161
"Cell2239","Cell2239","Batch1","Group2",61247.3313754125
"Cell2240","Cell2240","Batch1","Group1",66689.8398558136
"Cell2241","Cell2241","Batch1","Group2",68740.4446818889
"Cell2242","Cell2242","Batch1","Group1",49158.177048387
"Cell2243","Cell2243","Batch1","Group1",56206.1141435691
"Cell2244","Cell2244","Batch1","Group2",65081.8113040653
"Cell2245","Cell2245","Batch1","Group1",49924.0996026424
"Cell2246","Cell2246","Batch1","Group2",51645.7113705262
"Cell2247","Cell2247","Batch1","Group1",78240.0037463776
"Cell2248","Cell2248","Batch1","Group2",66211.3627854008
"Cell2249","Cell2249","Batch1","Group1",72748.2535712507
"Cell2250","Cell2250","Batch1","Group1",64807.6875303289
"Cell2251","Cell2251","Batch1","Group2",54867.2112891265
"Cell2252","Cell2252","Batch1","Group1",71576.4987928815
"Cell2253","Cell2253","Batch1","Group2",53888.8191891482
"Cell2254","Cell2254","Batch1","Group2",73327.3401034899
"Cell2255","Cell2255","Batch1","Group1",58823.9272243669
"Cell2256","Cell2256","Batch1","Group2",61714.4159709779
"Cell2257","Cell2257","Batch1","Group2",75331.5772806381
"Cell2258","Cell2258","Batch1","Group1",56625.8170279605
"Cell2259","Cell2259","Batch1","Group2",64432.4039885269
"Cell2260","Cell2260","Batch1","Group1",65923.9647404635
"Cell2261","Cell2261","Batch1","Group1",59247.4807577997
"Cell2262","Cell2262","Batch1","Group1",68320.284481007
"Cell2263","Cell2263","Batch1","Group2",52022.5607652466
"Cell2264","Cell2264","Batch1","Group1",55478.0344814092
"Cell2265","Cell2265","Batch1","Group2",56231.1139659145
"Cell2266","Cell2266","Batch1","Group1",48361.2506822236
"Cell2267","Cell2267","Batch1","Group2",61223.2821397666
"Cell2268","Cell2268","Batch1","Group2",94651.1703716858
"Cell2269","Cell2269","Batch1","Group1",65571.0302131609
"Cell2270","Cell2270","Batch1","Group1",90220.7740564124
"Cell2271","Cell2271","Batch1","Group2",56838.5802245774
"Cell2272","Cell2272","Batch1","Group2",79925.4423012261
"Cell2273","Cell2273","Batch1","Group1",52386.2507534531
"Cell2274","Cell2274","Batch1","Group1",65737.2456009386
"Cell2275","Cell2275","Batch1","Group1",76919.5912130588
"Cell2276","Cell2276","Batch1","Group2",46030.0445902504
"Cell2277","Cell2277","Batch1","Group2",65253.9935668762
"Cell2278","Cell2278","Batch1","Group2",68394.9134547606
"Cell2279","Cell2279","Batch1","Group2",57130.7385596243
"Cell2280","Cell2280","Batch1","Group2",98428.0233531651
"Cell2281","Cell2281","Batch1","Group2",72573.9343530995
"Cell2282","Cell2282","Batch1","Group1",58445.0074054578
"Cell2283","Cell2283","Batch1","Group2",70242.5947798698
"Cell2284","Cell2284","Batch1","Group1",50025.1415730673
"Cell2285","Cell2285","Batch1","Group2",67315.1178902024
"Cell2286","Cell2286","Batch1","Group2",64474.218222388
"Cell2287","Cell2287","Batch1","Group1",78818.9777120914
"Cell2288","Cell2288","Batch1","Group1",65894.4479735103
"Cell2289","Cell2289","Batch1","Group1",60781.3084771879
"Cell2290","Cell2290","Batch1","Group1",57932.3192137301
"Cell2291","Cell2291","Batch1","Group2",59782.7825862079
"Cell2292","Cell2292","Batch1","Group2",58371.3595313574
"Cell2293","Cell2293","Batch1","Group1",45478.1429928149
"Cell2294","Cell2294","Batch1","Group2",53834.7663234662
"Cell2295","Cell2295","Batch1","Group1",51748.0693301743
"Cell2296","Cell2296","Batch1","Group2",48097.6289479318
"Cell2297","Cell2297","Batch1","Group2",68223.8127634347
"Cell2298","Cell2298","Batch1","Group1",60363.7710752049
"Cell2299","Cell2299","Batch1","Group1",69918.0052850928
"Cell2300","Cell2300","Batch1","Group2",53425.3911008576
"Cell2301","Cell2301","Batch1","Group2",43482.4534103278
"Cell2302","Cell2302","Batch1","Group2",86349.5467270791
"Cell2303","Cell2303","Batch1","Group2",81382.2942055664
"Cell2304","Cell2304","Batch1","Group1",46302.7031091508
"Cell2305","Cell2305","Batch1","Group2",74816.8204176806
"Cell2306","Cell2306","Batch1","Group2",49154.0413201996
"Cell2307","Cell2307","Batch1","Group2",44990.3800880107
"Cell2308","Cell2308","Batch1","Group1",50043.8246220398
"Cell2309","Cell2309","Batch1","Group1",61445.1466896391
"Cell2310","Cell2310","Batch1","Group2",59356.4559009084
"Cell2311","Cell2311","Batch1","Group2",50767.0088324511
"Cell2312","Cell2312","Batch1","Group2",72514.1595115027
"Cell2313","Cell2313","Batch1","Group2",58162.7921664652
"Cell2314","Cell2314","Batch1","Group2",51776.8209279036
"Cell2315","Cell2315","Batch1","Group2",68253.7010089021
"Cell2316","Cell2316","Batch1","Group2",70437.8222999998
"Cell2317","Cell2317","Batch1","Group1",66050.0662366545
"Cell2318","Cell2318","Batch1","Group2",69104.5748919264
"Cell2319","Cell2319","Batch1","Group2",49624.3215091758
"Cell2320","Cell2320","Batch1","Group2",73797.575017387
"Cell2321","Cell2321","Batch1","Group2",57127.4007241708
"Cell2322","Cell2322","Batch1","Group2",45535.5358522689
"Cell2323","Cell2323","Batch1","Group2",58820.5960904866
"Cell2324","Cell2324","Batch1","Group2",64607.1960246963
"Cell2325","Cell2325","Batch1","Group1",51378.9727315443
"Cell2326","Cell2326","Batch1","Group2",68819.9848664544
"Cell2327","Cell2327","Batch1","Group2",49466.9749775978
"Cell2328","Cell2328","Batch1","Group1",69363.3472612452
"Cell2329","Cell2329","Batch1","Group1",47179.3027429314
"Cell2330","Cell2330","Batch1","Group2",63462.3117705604
"Cell2331","Cell2331","Batch1","Group2",81600.2300788616
"Cell2332","Cell2332","Batch1","Group2",85448.977952406
"Cell2333","Cell2333","Batch1","Group1",65469.1183865465
"Cell2334","Cell2334","Batch1","Group2",75392.5738892675
"Cell2335","Cell2335","Batch1","Group2",52773.0882944063
"Cell2336","Cell2336","Batch1","Group1",65261.3976681566
"Cell2337","Cell2337","Batch1","Group2",41125.2174065503
"Cell2338","Cell2338","Batch1","Group2",55291.7568878804
"Cell2339","Cell2339","Batch1","Group1",45361.2045411461
"Cell2340","Cell2340","Batch1","Group2",50036.6890766683
"Cell2341","Cell2341","Batch1","Group2",49695.1611520568
"Cell2342","Cell2342","Batch1","Group1",71679.1082038519
"Cell2343","Cell2343","Batch1","Group1",60626.7585530332
"Cell2344","Cell2344","Batch1","Group1",66247.7076033436
"Cell2345","Cell2345","Batch1","Group2",81677.5442679288
"Cell2346","Cell2346","Batch1","Group1",55823.4096425567
"Cell2347","Cell2347","Batch1","Group2",71610.1494918811
"Cell2348","Cell2348","Batch1","Group2",49354.4617668741
"Cell2349","Cell2349","Batch1","Group2",72189.4740796726
"Cell2350","Cell2350","Batch1","Group2",54052.4449371894
"Cell2351","Cell2351","Batch1","Group1",61258.6082375096
"Cell2352","Cell2352","Batch1","Group2",60047.0903817502
"Cell2353","Cell2353","Batch1","Group1",70977.4748496048
"Cell2354","Cell2354","Batch1","Group2",55641.1863314134
"Cell2355","Cell2355","Batch1","Group2",53322.8870743284
"Cell2356","Cell2356","Batch1","Group1",50289.7453227049
"Cell2357","Cell2357","Batch1","Group1",49626.7683944172
"Cell2358","Cell2358","Batch1","Group1",47905.6692962554
"Cell2359","Cell2359","Batch1","Group2",74264.1663842197
"Cell2360","Cell2360","Batch1","Group2",74489.4407878159
"Cell2361","Cell2361","Batch1","Group2",47469.5261025054
"Cell2362","Cell2362","Batch1","Group1",58684.6506096966
"Cell2363","Cell2363","Batch1","Group1",71921.0642874372
"Cell2364","Cell2364","Batch1","Group2",41452.1734228167
"Cell2365","Cell2365","Batch1","Group2",44760.5317499981
"Cell2366","Cell2366","Batch1","Group2",57221.5074479912
"Cell2367","Cell2367","Batch1","Group2",69656.2728714784
"Cell2368","Cell2368","Batch1","Group2",64267.810221963
"Cell2369","Cell2369","Batch1","Group1",48705.1977222416
"Cell2370","Cell2370","Batch1","Group1",71817.8876575536
"Cell2371","Cell2371","Batch1","Group1",70284.3564675166
"Cell2372","Cell2372","Batch1","Group2",76389.9356576436
"Cell2373","Cell2373","Batch1","Group2",50634.3246659884
"Cell2374","Cell2374","Batch1","Group1",50159.5073627321
"Cell2375","Cell2375","Batch1","Group1",47395.722829654
"Cell2376","Cell2376","Batch1","Group2",38973.2280392585
"Cell2377","Cell2377","Batch1","Group1",77338.9537995429
"Cell2378","Cell2378","Batch1","Group1",50409.2995660655
"Cell2379","Cell2379","Batch1","Group2",67901.6587375169
"Cell2380","Cell2380","Batch1","Group1",76104.7377020501
"Cell2381","Cell2381","Batch1","Group2",61303.5878932255
"Cell2382","Cell2382","Batch1","Group2",60815.1552456036
"Cell2383","Cell2383","Batch1","Group1",49940.6549032937
"Cell2384","Cell2384","Batch1","Group2",68921.3764432267
"Cell2385","Cell2385","Batch1","Group2",72871.095578658
"Cell2386","Cell2386","Batch1","Group2",65880.5769724123
"Cell2387","Cell2387","Batch1","Group2",59706.5868467829
"Cell2388","Cell2388","Batch1","Group2",51614.00913205
"Cell2389","Cell2389","Batch1","Group1",46758.6680058275
"Cell2390","Cell2390","Batch1","Group2",62002.2110794284
"Cell2391","Cell2391","Batch1","Group2",76635.2795393752
"Cell2392","Cell2392","Batch1","Group1",64662.9298914547
"Cell2393","Cell2393","Batch1","Group2",68385.5847034941
"Cell2394","Cell2394","Batch1","Group1",49413.126369547
"Cell2395","Cell2395","Batch1","Group2",53699.6842537201
"Cell2396","Cell2396","Batch1","Group1",54541.1561359955
"Cell2397","Cell2397","Batch1","Group2",60947.0314342054
"Cell2398","Cell2398","Batch1","Group1",55998.8348431332
"Cell2399","Cell2399","Batch1","Group1",56754.5278449877
"Cell2400","Cell2400","Batch1","Group2",49803.908773368
"Cell2401","Cell2401","Batch1","Group2",57917.8153428598
"Cell2402","Cell2402","Batch1","Group2",96168.4611615931
"Cell2403","Cell2403","Batch1","Group2",71688.6585731098
"Cell2404","Cell2404","Batch1","Group2",47280.9049757602
"Cell2405","Cell2405","Batch1","Group2",67430.4021688334
"Cell2406","Cell2406","Batch1","Group2",55393.6603025868
"Cell2407","Cell2407","Batch1","Group1",51811.7623183658
"Cell2408","Cell2408","Batch1","Group2",49344.191997847
"Cell2409","Cell2409","Batch1","Group1",95096.673975464
"Cell2410","Cell2410","Batch1","Group1",73689.3021831221
"Cell2411","Cell2411","Batch1","Group2",62180.3139587793
"Cell2412","Cell2412","Batch1","Group2",46288.9576332491
"Cell2413","Cell2413","Batch1","Group1",37837.6120770266
"Cell2414","Cell2414","Batch1","Group2",61308.1626378388
"Cell2415","Cell2415","Batch1","Group2",50874.64137713
"Cell2416","Cell2416","Batch1","Group1",42637.914626113
"Cell2417","Cell2417","Batch1","Group2",54053.8733348892
"Cell2418","Cell2418","Batch1","Group1",55433.9631453614
"Cell2419","Cell2419","Batch1","Group2",46861.6081032505
"Cell2420","Cell2420","Batch1","Group1",65597.8872518959
"Cell2421","Cell2421","Batch1","Group2",61233.6770240274
"Cell2422","Cell2422","Batch1","Group1",59581.9318453035
"Cell2423","Cell2423","Batch1","Group1",52598.0005864908
"Cell2424","Cell2424","Batch1","Group2",50681.9230361318
"Cell2425","Cell2425","Batch1","Group1",67774.9085568773
